Key,Russian,English
BugsName_3,Божья коровка,LadyBug
BugsWiki_3,"Во время полета божья коровка машет крыльями до 80-85 раз в секунду.
Пятна у божьих коровок предназначены для отпугивания хищников. Как ни странно, это работает.
Птицы на этих насекомых не охотятся.Чем старше божья коровка, тем меньше у нее пятен на спинке, и тем тусклее её цвет.
В зависимости от вида божья коровка может отложить до 2000 яиц за свою жизнь. Божьи коровки — основные истребители тли, которая поедает растения, поэтому фермеры относятся к этим насекомым очень нежно.В случае нападения хищника божьи коровки иногда притворяются мёртвыми.
Подавляющее большинство божьих коровок — хищники, но есть среди них и полностью растительноядные виды.
Источник происхождения названия «божья коровка» до сих пор не установлен.",
BugsDescription_4,"Боевой муравей, орудует копьем в ближнем бою! В мирное время следит за порядком в террариуме",
BugsWiki_4,"Не смотря, что при слове ""муравей"" человеку представляется, маленькое безобидное насекомое. Существую отдельный вид - Армейские муравьи солдаты.Длина взрослой особи муравья солдата равняется – 1,5 см. Среди других представителей этого семейства, это довольно крупные насекомые.                                                                                                                                                                                                     По — своему, эти насекомые уникальные создания природы. Им не нужны никакие муравейники, да они их и не строят, так как являются насекомыми кочевниками. Свое название они получили благодаря тому, что в состав муравьиной колонии входи около миллиона особей, по — настоящему, это просто мобильный батальон. Пока королева занята разведением потомства, муравьи рыскают по всей округе для того, чтобы обеспечить себя и будущее поколение пищей.                                                                                                                                                                                                                                           Этот вид муравьев употребляет в пищу все то, что попадается ему на пути. Особенно страшно то, что ввиду своей слепоты, они нападают даже на ту жертву, которая превышает их размер в тысячу раз. Существуют документально подтвержденные сведения о животных размером с лошадь, которые были атакованы и поглощены этими муравьями.
Попадающееся на пути животное, которое вовремя не сообразило уйти с дороги, либо просто спящее, они нападают сразу всем отрядом. Таким образом, жертва даже не успевает понять, что происходит, расчленяется и съедается заживо. Этим насекомым не требуется ядовитых жал или применение баллистической кислоты, они действуют на психику животного, вызывая у того безграничную панику.",
BugsName_4,Копейщик,Pikeman
BugsDescription_5,"Мирное насекомое, не любит драться, но её панцерь может выдержать много урона. В террариуме ведет себя тихо и спокойно, помогает очищать стенки от плесени",
BugsWiki_5,"Улитки – далеко не глупые создания. Они способны мыслить и принимать решения, основанные на своем жизненном опыте.Если окружающие условия становятся неблагоприятными, улитки могут до полугода проводить в спячке. Благодаря этой способности садовые улитки переносят температуру до -120 градусов.Улитки не жуют, а перетирают пищу при помощи 25 тысяч зубов.Эти создания способны не только пить в привычном смысле слова, но и впитывать влагу поверхностью своего тела.Между собой улитки общаются при помощи прикосновений.Соль и сахар для улиток равнозначны яду.Зрение улиток настолько плохое, что они могут только отличать день от ночи. Мнoгие виды улиток — геpмaфродиты. То есть, особи не разделяются по половым признакам, и поэтомy для получения потомства и продолжения рода не нуждаются в партнёре.",
BugsName_5,Улитка,Snail
BugsDescription_6,"С пауком нужно быть осторожней. Да, в бою он очень хорош, но нужно следить за тем чтобы паук был сыт в террариуме, тогда он никого не тронет.",
BugsWiki_6,"По словам ученых, страх перед пауками может развиваться уже перед рождением. Это может случиться, если мать ребенка имеет арахнофобию.Женщины боятся пауков в четыре раза больше, чем мужчины. По словам ученых, они имеют генетическую неприязнь к ползучим гадам, таким как пауки или змеи. Около 95% пауков, найденных в доме, приспособлены к проживанию внутри зданий и умрут, если мы выпустим их наружи. Да, они любят удобство, как и мы. Пауки утилизируют отслужившую своё паутину — съедают её и снова пускают в дело. Срок жизни большинства пауков равен одному году, но некоторые виды тарантулов могут жить до 20 лет. Если сравнивать один к одному, паутина в пять раз прочнее стали. Пауки не могут жевать, поскольку у них нет зубов. Они впрыскивают в жертву пищеварительный сок и затем высасывают её. Пауки могут длительное время находиться под водой, впадая в некое подобие комы. Пауки – дейнопиды изготавливают небольшую сеть, которую потом набрасывают на добычу. Пауки полезны. Только одно такое существо убивает в год около двух тысяч вредных насекомых, которые попадают в его сети. Можно сказать, что они вносят значительный вклад в борьбу с вредными насекомыми. В основном пауки питаются мухами и комарами. Так как у пауков нет ушей, они слышат звуки с помощью растущих на ногах волосков. Запахи они чувствуют тем же способом — чувствительными волосками. С их помощью он добывает себе пищу. В мире есть только один паук – вегетарианец — это Багира Киплинга, обитающий в Латинской Америке. Этот прыгающий паук употребляет в пищу листья растений, особенно любит акацию. Иногда он может съедать личинок муравьев, но это случается крайне редко. Сингапурские пауки умеют делать из различного мелкого мусора, попавшего в их тенета, свою копию. Это защитный механизм, так как некоторые осы охотятся на пауков. Пока осы атакуют муляж, паук может успеть скрыться. Наиболее прочную шелковую нить прядет паук Дарвина. Она настолько крепка, что превосходит по прочности материал, из которого делают бронежилеты. С одной стороны, паук - крестовик чрезвычайно опасен для человека своим ядом. Но, с другой, есть и польза, приносимая этими существами. Например, его паутина имеет антибактериальный эффект, ее используют для лечения и обеззараживания ран. Кроме того, паутинку используют в оптических приборах высокой точности.",
BugsName_6,Паук,Spider
BugsDescription_7,"Сильный воин, хамоват, много ест и разбрасывает отходы",
BugsWiki_7,"Муравьи вида Acanthognathus teledectus– грозные насекомые, имеющие зазубренные длинные челюсти. Во время укуса жвала муравьев смыкаются с огромной скоростью – 40 м/сек. В случае, когда их жертва не погибнет сразу, она в любом случае не сможет вырваться из «капкана». Еще одна интересная особенность данных муравьев – умение катапультировать. В стане их неприятелей можно назвать самого известного врага – муравьиного льва. Учеными было запечатлено на камеру, как, почувствовав опасность, насекомое фантастически быстро щелкает жвалами, «выстреливая» своим телом. В этом случае пружиной становятся его челюсти.",
BugsName_7,Мечник,Swordman
BugsName_8,Рабочий,Worker
BugsDescription_8,"Делает основную работу в террариуме. Кормит царицу, добывает золото, исследует территорию, убирает мусор и многое другое",
BugsWiki_8,"Муравьи - одни из самых древних насекомых на Земле. Они жили бок о бок с динозаврами, но, в отличие от последних не вымерли, а дожили до наших дней.              
Отдельные колонии (семьи) муравьев могут объединяться в федерации и суперколонии, крупнейшая из которых образована аргентинскими муравьями. Эта суперколония, находящаяся в Европе, состоит более чем из 1 000 000 000 особей и занимает площадь почти 6000 квадратных километров. Отдельные виды муравьев умеют культивировать грибы, которые служат им пищей, другие занимаются ""скотоводством"": пасут и доят тлей, а также заносят их на зиму в муравейник и сохраняют до весны.
Муравьи, по словам исследователей, похоже, единственная группа животных, помимо млекопитающих, которые способны к интерактивному обучению – то есть могут получать знания, основываясь на опыте и примере других особей, а не на своем собственном.",
BugsName_9,Личинка муравья,Ant Larva
BugsDescription_9,"Личинка муравья, кем выростет она, можно только гадать.",
BugsInner_9_LeftTime,Родится через,
